Ranking,Name,Result_min,Announced,Points,Penalties,Date,Place,Country
266,Eugen GOETTLING ,7:25,435,89,0,14/10/2012,3.Apnoe Charity Event,Austria
267,Alexis DUVIVIER ,7:24,362,88,0,24/04/2016,Hellas PoolChampionship 2016,France
268,Jesper STECHMANN ,7:24,300,89,0,20/06/2008,Dolphin One and Two,Denmark
269,Jesper STECHMANN ,7:24,362,89,0,28/03/2014,Danish National Pool Championship,Denmark
270,Robert CETLER ,7:24,0,89,0,18/07/2009,Snoork,Poland
271,Wolfram NEUGEBAUER ,7:24,420,89,0,18/11/2006,9th German Night of Apnea,Germany
272,Jens SCHOU ,7:24,432,89,0,21/08/2009,5th AIDA Individual Pool World Championship 2009,Sweden
273,Katsumi KANEDA ,7:24,225,89,0,21/06/2013,Individual AIDA pool World Championships,Japan
274,Guy BREW ,7:24,360,89,0,18/06/2006,Team Static and Speed Dynamic,New Zealand
275,Jacob HANSEN ,7:24,1,89,0,18/04/2014,Danish Qualification Comp,Denmark
276,Alexis DUVIVIER ,7:24,362,89,0,24/04/2016,AIDA Hellas PoolChampionship 2016,France
277,Martin Valenta ,7:24,1,89,0,7/06/2014,Czech National Championship 2014,Czech Republic
278,Kathryn Nevatt ,7:24,367,89,0,1/06/2013,Wellington Winter Champs,New Zealand
279,Stig Ã…vall SEVERINSEN ,7:23,0,89,0,15/12/2002,1st Dutch Open,Denmark
280,Timo KINNUNEN ,7:23,350,89,0,5/03/2005,Kirkkonummi Open,Finland
281,Andrea RICHICHI ,7:23,0,89,0,4/10/2008,Europe Evolution Cup,Italy
282,Antero JOKI ,7:23,1,89,0,14/02/2015,German Pool Championship 2015,Finland
283,Eric VAN RIET PAAP ,7:23,240,89,0,9/06/2013,First Universal Freedivers - ASAM cross-border competition,Netherlands
284,Jacob HANSEN ,7:23,0,89,0,6/07/2010,7th AIDA Team World Championship 2010,Denmark
285,Rune Hallum SORENSEN ,7:23,170,89,0,20/03/2010,1st Polish Pool Freediving Championship 2010,Denmark
286,Bruno SEGVIC ,7:23,1,89,0,16/11/2012,8th Submania Apnea Cup,Croatia
287,Mateusz Malina ,7:23,1,89,0,26/10/2013,Hydro Dynamic 2013 powered by SUUNTO,Poland
288,Deron VERBECK ,7:22,330,88,0,9/12/2006,5th AIDA Freediving Team World Championship,United States
289,Andrea RICHICHI ,7:22,345,88,0,23/05/2008,Immersion - Lutra static contest,Italy
290,JÃ©rÃ´me CHAPELLE ,7:22,360,88,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,France
291,Jean-Pol FRANCOIS ,7:22,330,88,0,28/03/2015,MDC Pool Master Apnea Challenge 2014,Belgium
292,Kathryn Nevatt ,7:22,362,88,0,18/08/2012,New Zealand Indoor Nationals,New Zealand
293,Gaspare BATTAGLIA ,7:21,0,88,0,10/08/2010,Europe Evolution Cup 2010,Italy
294,Ryuzo SHINOMIYA ,7:21,390,88,0,4/07/2007,AIDA Pool World Championships with Finals,Japan
295,Nicolas GUERRY ,7:21,330,88,0,4/07/2007,AIDA Pool World Championships with Finals,Switzerland
296,Goran COLAK ,7:21,360,88,0,24/11/2007,3rd Submania Apnea Cup,Croatia
297,William TRUBRIDGE ,7:21,420,88,0,7/10/2011,World Championship AIDA 2011 Indoor Event,New Zealand
298,Bruno SEGVIC ,7:21,1,88,0,7/06/2014,Open Croatian Championship,Croatia
299,Willi HOFFMANN ,7:20,1,88,0,1/10/2016,Rhein Main Cup 2016,Germany
300,Robert CETLER ,7:20,60,88,0,7/10/2011,World Championship AIDA 2011 Indoor Event,Poland
301,Andrea RICHICHI ,7:20,345,88,0,20/06/2010,SPOT Freedive CUP 2010,Italy
302,Goran COLAK ,7:20,360,88,0,7/10/2011,World Championship AIDA 2011 Indoor Event,Croatia
303,Kathryn Nevatt ,7:20,309,88,0,8/08/2015,Mega Mermaid Madness,New Zealand
304,Willi HOFFMANN ,7:19,330,87.8,0,27/05/2016,The XIII Polish Feediving Pool Championships,Germany
305,Jacob HANSEN ,7:19,1,88,0,20/11/2010,Danish Freediving Championship 2010,Denmark
306,Michael NAEF ,7:19,306,88,0,28/01/2012,"Freediver ""Dauphins GenÃƒÂ¨ve"" Championships 2012",Switzerland
307,Willi HOFFMANN ,7:18,431,87.6,0,27/06/2016,Pool World Championships 2016,Germany
308,Adam DRZAZGA ,7:18,10,87,0,10/04/2016,The 7th Great Northern incorporating the UK BFA Pool Freediving championships,United Kingdom
309,Karoline Meyer MARIECHEN MEYER ,7:18,270,88,0,12/07/2006,4th AIDA Brasil National Indoor,Brazil
310,Ryuzo SHINOMIYA ,7:18,390,88,0,1/07/2006,Coupe des Calanques 2006,Japan
311,Alexandros TZANNERAKIS ,7:18,270,88,0,9/07/2005,AIDA Hellas 2005 Summer Apnea Games,Greece
312,Katsumi KANEDA ,7:18,305,88,0,7/10/2011,World Championship AIDA 2011 Indoor Event,Japan
313,Bruno SEGVIC ,7:18,390,88,0,16/05/2015,Croatian Open Freediving Championship 2015,Croatia
314,vladimir SURKOV ,7:18,330,87,1,21/06/2013,Individual AIDA pool World Championships,Russian Federation
315,Adam DRZAZGA ,7:18,10,88,0,10/04/2016,The 7th Great Northern incorporating the UK BFA Pool Freediving championships,United Kingdom
316,Martin Valenta ,7:18,60,86,2,19/09/2014,AIDA Team World Championships 2014,Czech Republic
317,Mateusz Malina ,7:18,1,88,0,27/05/2011,MCR Czech AIDA Championship 2011,Poland
318,Timo KINNUNEN ,7:17,0,87.4,0,2/04/2016,Freediving Finnish Open 2016,Finland
319,Robert CETLER ,7:17,60,87,0,20/04/2012,Individual Polish Pool Freediving Championship,Poland
320,Wolfram NEUGEBAUER ,7:17,390,87,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Germany
321,Anthony WILLIAMS ,7:17,240,87,0,18/05/2013,Brisbane Freediving Open,New Zealand
322,Antero JOKI ,7:17,270,87,0,27/03/2010,Viking Pool Challenge,Finland
323,Sergio Martinez ALVAREZ ,7:17,120,87,0,5/12/2010,Silesian Freediving Cup 2010,Germany
324,Piotr ANDRZEJCZYK ,7:17,180,87,0,7/12/2012,International Silesian Freediving Cup,Poland
325,Eugen GOETTLING ,7:17,376,87,0,6/05/2012,Divestyle Charity Event,Austria
326,Elmar KLIER ,7:17,300,87,0,19/10/2013,Zlin Cup 2013,Austria
327,Krzysztof DABROWSKI ,7:16,1,87.2,0,27/06/2016,Pool World Championships 2016,Poland
328,Andy LE SAUCE ,7:16,0,0,0,6/12/1994,WR Attempt - LESAUCE Andy (STA),France
329,Ryuzo SHINOMIYA ,7:16,390,87,0,9/12/2006,5th AIDA Freediving Team World Championship,Japan
330,Robert CETLER ,7:16,60,87,0,21/06/2013,Individual AIDA pool World Championships,Poland
331,Natalia MOLCHANOVA ,7:16,300,87,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Russian Federation
332,Nicolas GUERRY ,7:16,345,87,0,28/04/2007,Swiss Championship - Indoor with guests,Switzerland
333,Jens SCHOU ,7:16,366,87,0,15/05/2010,Swedish National Cup 2010,Sweden
334,Ulf DEXTEGEN ,7:16,1,87,0,11/02/2012,Riga Freediving Cup 2012 AIDA,Sweden
335,Herbert NITSCH ,7:15,421,87,0,29/05/2003,Sony Freediver Open Classic 2003,Austria
336,Stig Ã…vall SEVERINSEN ,7:15,0,87,0,27/12/2002,Randers Xmas Cup 2002,Denmark
337,Stig Ã…vall SEVERINSEN ,7:15,364,87,0,9/12/2006,5th AIDA Freediving Team World Championship,Denmark
338,Stig Ã…vall SEVERINSEN ,7:15,304,87,0,4/07/2007,AIDA Pool World Championships with Finals,Denmark
339,Timo KINNUNEN ,7:15,420,87,0,27/05/2006,Nice Open 2006,Finland
340,Karoline Meyer MARIECHEN MEYER ,7:15,300,87,0,25/08/2009,Bonaire Challenge 2009,Brazil
341,Antony JUDGE ,7:15,360,87,0,9/09/2009,Sydney Freedivers Club Competitions 2009,Australia
342,Alexandros TZANNERAKIS ,7:15,270,87,0,11/03/2006,AIDA Hellas 2006 Winter Apnea Games,Greece
343,Alexandros TZANNERAKIS ,7:15,270,87,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Greece
344,Jesper STECHMANN ,7:15,360,87,0,13/06/2009,Aarhus Triple Challenge 2009,Denmark
345,Wolfram NEUGEBAUER ,7:15,390,87,0,19/08/2006,Nordic Deep 2006,Germany
346,Alexey MOLCHANOV ,7:15,300,87,0,26/04/2008,AIDA Moscow Cup 2008,Russian Federation
347,Alexey MOLCHANOV ,7:15,285,87,0,19/09/2014,AIDA Team World Championships 2014,Russian Federation
348,Tomek BRYL ,7:15,422,87,0,4/07/2007,AIDA Pool World Championships with Finals,Poland
349,Giorgos PANAGIOTAKIS ,7:15,465,81,6,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,Greece
350,Ron SMITH ,7:15,360,87,0,1/06/2012,Freedive Paradise,United States
351,Jonas FORSBERG ,7:15,71,87,0,7/10/2011,World Championship AIDA 2011 Indoor Event,Sweden
352,Stig Ã…vall SEVERINSEN ,7:14,361,87,0,29/07/2006,5th German National Championships,Denmark
353,Antero JOKI ,7:14,270,87,0,25/04/2009,Sukeltaja Indoor Apnea 2009,Finland
354,Ricardo DA GAMA BAHIA ,7:14,363,87,0,21/08/2009,5th AIDA Individual Pool World Championship 2009,Brazil
355,Mikko PÃ–NTINEN ,7:14,0,87,0,6/07/2010,7th AIDA Team World Championship 2010,Finland
356,Mikko PÃ–NTINEN ,7:14,0,87,0,8/03/2013,Finnish Nationals,Finland
357,BoÅ_idar PETANI ,7:14,360,87,0,19/09/2014,AIDA Team World Championships 2014,Croatia
358,Samo JERANKO ,7:14,1,87,0,22/02/2014,8th Serbian Open Freediving Championship - Belgrade 2014,Slovenia
359,Alexandr BUBENCHIKOV ,7:14,140,87,0,31/05/2014,Ukrainian freediving pool championship Odessa 2014,Ukraine
360,Michael NAEF ,7:14,300,87,0,18/04/2010,Swiss Indoor Championship 2010,Switzerland
361,Budimir Buda SOBAT ,7:13,363,0,0,20/02/2016,10th Serbian Open Freediving Championship,Croatia
362,Herbert NITSCH ,7:13,390,87,0,4/07/2007,AIDA Pool World Championships with Finals,Austria
363,Jean-Michel PARDON ,7:13,391,87,0,9/05/2010,Coupe des Plongeurs Libres 2010,France
364,Timo KINNUNEN ,7:13,360,87,0,7/05/2005,Sukeltaja Indoor Apnea 2005,Finland
365,Martin STEPANEK ,7:13,330,87,0,3/09/2008,AIDA Team World Championships 2008,Czech Republic
366,Ryuzo SHINOMIYA ,7:13,390,87,0,27/05/2005,The Kona Freedive Invitational,Japan
367,Ryuzo SHINOMIYA ,7:13,0,87,0,11/11/2006,Kona Regional Event 2006,Japan
368,Natalia MOLCHANOVA ,7:13,30,87,0,24/04/2010,Freediving Moscow Cup 2010,Russian Federation
369,Andrea RICHICHI ,7:13,345,87,0,16/02/2008,Serbian Open Freediving Championship 2008,Italy
370,Eric VAN RIET PAAP ,7:13,1,87,0,21/11/2010,Belgium Cup 2010 - Open Freediving Liege,Netherlands
371,Gabriela GREZLOVA ,7:13,370,87,0,15/11/2014,Zlin Cup 2014,Czech Republic
372,Elmar KLIER ,7:13,430,87,0,21/06/2013,Individual AIDA pool World Championships,Austria
373,Budimir Buda SOBAT ,7:13,363,87,0,20/02/2016,10th Serbian Open Freediving Championship - Belgrade 2016,Croatia
374,Budimir Buda SOBAT ,7:13,363,87,0,20/11/2015,11. SUBMANIA APNEA CUP,Croatia
375,Valdemar Karlsson ,7:13,390,87,0,10/10/2014,HÃƒÂ¶stapneiaden,Sweden
376,Tomas Jonsson ,7:13,383,87,0,8/04/2016,"Swedish championship in pool freediving 2016, Men",Sweden
377,Eric FATTAH ,7:12,299,86,0,25/06/2004,CAFA National Championship 2004,Canada
378,Timo KINNUNEN ,7:12,420,86,0,12/05/2012,Northern Apnea Games 2012,Finland
379,Ryuzo SHINOMIYA ,7:12,305,86,0,19/05/2012,Freediving Indoor Cup 2012 in Tateyama -day of static-,Japan
380,Eric VAN RIET PAAP ,7:12,270,86,0,14/11/2009,12th German Night of Apnea 2009,Netherlands
381,Eric VAN RIET PAAP ,7:12,119,86,0,3/06/2012,Open Freediving Anwterp Belgium,Netherlands
382,Ulf DEXTEGEN ,7:12,10,86,0,27/03/2010,Viking Pool Challenge,Sweden
383,Olivier AZZOPARDI ,7:12,390,86,0,21/06/2013,Individual AIDA pool World Championships,France
384,Thomas MOUREAU ,7:12,360,86,0,28/03/2010,Belgium Cup 2010 - round of Namur,Belgium
385,Tomaz JEREB ,7:12,1,86,0,12/04/2014,Gili Pool Comp,Slovenia
386,Michael NAEF ,7:12,306,86,0,9/09/2012,World Championship 2012,Switzerland
387,Pascal REBOUL ,7:12,301,86,0,12/04/2015,12ÃƒÂ¨me Indoor de La Ciotat - 4ÃƒÂ¨me manche Coupe AIDA France,France
388,Kathryn Nevatt ,7:12,363,86,0,7/10/2011,World Championship AIDA 2011 Indoor Event,New Zealand
389,Andrey MATVEENKO ,7:11,180,86.2,0,27/06/2016,Pool World Championships 2016,Russian Federation
390,Timo KINNUNEN ,7:11,315,86,0,24/05/2014,Finnish Freediving Nationals in Pool Disciplines 2014,Finland
391,Ryuzo SHINOMIYA ,7:11,60,86,0,9/09/2012,World Championship 2012,Japan
392,Anthony WILLIAMS ,7:11,300,86,0,10/08/2007,Auckland Apnea Challenge 07,New Zealand
393,Veronika DITTES ,7:11,366,86,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,Austria
394,Simo KURRA ,7:11,300,86,0,14/04/2006,Finnish National Championships,Finland
395,Guy BREW ,7:11,252,86,0,7/10/2011,World Championship AIDA 2011 Indoor Event,New Zealand
396,Branko PETROVIC ,7:11,0,86,0,5/12/2010,Serbian Winter Apnea Cup 2010,Serbia
397,Jacob HANSEN ,7:11,1,86,0,28/03/2014,Danish National Pool Championship,Denmark
398,ALBAN BURLET ,7:10,363,86,0,22/05/2016,Enchirolles 2016,France
399,Jean-Michel PRADON ,7:10,362,86,0,7/10/2011,World Championship AIDA 2011 Indoor Event,France
400,Carlos COSTE ,7:10,300,86,0,21/08/2009,5th AIDA Individual Pool World Championship 2009,Venezuela
401,Tom SIETAS ,7:10,390,86,0,12/08/2004,4th AIDA Freediving World Championship by team,Germany
402,Jesper STECHMANN ,7:10,360,86,0,16/06/2007,Aarhus Triple Challenge day two,Denmark
403,Nicolas GUERRY ,7:10,360,86,0,24/01/2009,8eme Coupe des Dauphins,Switzerland
404,Peter BOIVIE ,7:10,390,86,0,4/07/2007,AIDA Pool World Championships with Finals,Sweden
405,Bill GRAHAM ,7:10,420,86,0,22/02/2008,USAA - For The Love of Freediving,United States
406,Mikko PÃ–NTINEN ,7:10,1,86,0,19/09/2014,AIDA Team World Championships 2014,Finland
407,BenoÃ®t CONEM ,7:10,331,86,0,7/10/2011,World Championship AIDA 2011 Indoor Event,France
408,Gabriela GREZLOVA ,7:10,361,86,0,30/05/2015,MCR Prague 2015,Czech Republic
409,Michal RISIAN ,7:10,60,86,0,11/11/2012,Hydro Dynamic - Austrian Championship 2012,Czech Republic
410,Tetsu OGUSHI ,7:09,300,85.8,0,9/04/2016,Freedivng indoor cup 2016 in Tateyama STA day,Japan
411,Timo KINNUNEN ,7:09,0,86,0,28/06/2002,Swedish Freediving Championship 2002,Finland
412,Timo KINNUNEN ,7:09,360,86,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Finland
413,Timo KINNUNEN ,7:09,360,86,0,20/01/2007,Underground Apnea,Finland
414,Robert CETLER ,7:09,121,86,0,7/12/2013,The International Silesian Freediving Cup,Poland
415,Natalia MOLCHANOVA ,7:09,345,86,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,Russian Federation
416,Andrea RICHICHI ,7:09,345,86,0,1/06/2008,Aarhus Triple Challenge 2008,Italy
417,Guy BREW ,7:09,361,86,0,23/09/2007,No Bubbles Invitational - NaeNae Pool,New Zealand
418,Eric VAN RIET PAAP ,7:09,276,86,0,2/10/2010,Rhein-Main Cup 2010,Netherlands
419,Mikko PÃ–NTINEN ,7:09,120,86,0,3/09/2008,AIDA Team World Championships 2008,Finland
420,Mateusz Malina ,7:09,210,86,0,29/05/2010,MCR Czech AIDA Championship 2010,Poland
421,Mateusz Malina ,7:09,360,86,0,7/06/2014,Czech National Championship 2014,Poland
422,Jean-Michel PARDON ,7:08,361,86,0,25/04/2010,7A Indoor de La Ciotat,France
423,Robert CETLER ,7:08,0,86,0,21/03/2010,One Breath Time,Poland
424,Christian MALDAMÃ‰ ,7:08,120,86,0,23/06/2007,Coupe des Calanques 2007,France
425,Nicolas GUERRY ,7:08,330,86,0,27/01/2007,6Ã¨me Coupe des Dauphins,Switzerland
426,Peter BOIVIE ,7:08,420,86,0,10/05/2009,Swedish pool-apnea cup/Uppland Indoor Challenge II,Sweden
427,Eric VAN RIET PAAP ,7:08,270,86,0,28/03/2010,Belgium Cup 2010 - round of Namur,Netherlands
428,Ulf DEXTEGEN ,7:08,360,86,0,14/06/2008,Head to Head Static Invitational Lysekil 2008,Sweden
429,Pete BOTMAN ,7:08,1,86,0,9/02/2013,Andaman Freediving Competition,Netherlands
430,Adam DRZAZGA ,7:08,60,86,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,United Kingdom
431,vladimir SURKOV ,7:08,310,86,0,23/03/2013,Moscow open cup 2013,Russian Federation
432,Budimir Buda SOBAT ,7:08,243,86,0,16/05/2015,Croatian Open Freediving Championship 2015,Croatia
433,Bevan DEWAR ,7:08,330,85,0,29/05/2003,Sony Freediver Open Classic 2003,South Africa
434,ARIS IOANNIDIS ,7:07,1,85.4,0,16/09/2016,Team World Championship,Greece
435,Alejandro  Lemus ,7:07,125,85.4,0,19/05/2016,Olmeca Open 2016,Mexico
436,Ryuzo SHINOMIYA ,7:07,360,85,0,14/06/2004,BIOS Freeology Open Classic 2004,Japan
437,Jesper STECHMANN ,7:07,0,85,0,6/07/2010,7th AIDA Team World Championship 2010,Denmark
438,Weine GUSTAVSSON ,7:07,276,85,0,3/09/2008,AIDA Team World Championships 2008,Sweden
439,Wolfram NEUGEBAUER ,7:07,390,85,0,27/08/2005,1st AIDA Individual Pool World Freediving Championship,Germany
440,Veronika DITTES ,7:07,360,85,0,11/11/2012,Hydro Dynamic - Austrian Championship 2012,Austria
441,Peter BOIVIE ,7:07,390,85,0,4/07/2007,AIDA Pool World Championships with Finals,Sweden
442,Eric VAN RIET PAAP ,7:07,287,85,0,22/09/2007,Rhein-Main Cup 2007,Netherlands
443,Ulf DEXTEGEN ,7:07,380,85,0,20/08/2008,Nordic Deep 2008,Sweden
444,Frederic SESSA ,7:07,275,85,0,7/10/2011,World Championship AIDA 2011 Indoor Event,France
445,Matej BERGOC ,7:07,30,85,0,21/03/2015,"The Great Northern International pool competition, incorporating the BFA Pool Championships",Slovenia
446,Matej BERGOC ,7:07,345,85,0,27/08/2015,RedCcup,Slovenia
447,Stefan ANDJUS ,7:07,83,85,0,22/02/2014,8th Serbian Open Freediving Championship - Belgrade 2014,Serbia
448,Martin Valenta ,7:07,30,85,0,9/09/2012,World Championship 2012,Czech Republic
449,Kathryn Nevatt ,7:07,318,85,0,4/10/2014,Dive Wellington Beuchat New Zealand Pool Freediving Championships,New Zealand
450,Mateusz Malina ,7:07,1,85,0,27/04/2012,MCR Czech AIDA Championship 2012,Poland
451,Davide DAMENO ,7:06,60,78.2,0,21/02/2016,Tyrolean Apnea Cup 2016,Italy
452,Peter Durdik ,7:06,60,85.2,0,21/02/2016,Tyrolean Apnea Cup 2016,Slovakia
453,Valdemar Karlsson ,7:06,427,85,0.2,27/06/2016,Pool World Championships 2016,Sweden
454,Tomas Jonsson ,7:06,373,85.2,0,27/06/2016,Pool World Championships 2016,Sweden
455,Andy LE SAUCE ,7:06,0,0,0,16/01/1994,WR Attempt - LESAUCE Andy (STA),France
456,Herbert NITSCH ,7:06,0,85,0,1/01/2001,Compiled rankings for year 2001,Austria
457,Eric FATTAH ,7:06,299,85,0,7/05/2004,CAFA Western Regional Competition,Canada
458,Nicolas DRUINE ,7:06,0,85,0,1/01/2001,Compiled rankings for year 2001,Belgium
459,Antony JUDGE ,7:06,2,85,0,18/05/2013,Brisbane Freediving Open,Australia
460,Alexandros TZANNERAKIS ,7:06,346,85,0,3/09/2008,AIDA Team World Championships 2008,Greece
461,Natalia MOLCHANOVA ,7:06,330,85,0,9/09/2012,World Championship 2012,Russian Federation
462,William WINRAM ,7:06,120,85,0,25/04/2009,6th Cup of Montreal / AIDA Canada Indoor National Championships 2009,Canada
463,Jens SCHOU ,7:06,424,85,0,13/06/2009,Aarhus Triple Challenge 2009,Sweden
464,Aristides IOANNIDIS ,7:06,60,85,0,21/08/2009,5th AIDA Individual Pool World Championship 2009,Greece
465,Eric VAN RIET PAAP ,7:06,300,85,0,25/03/2012,Open freediving Namur Belgium,Netherlands
466,JÃ©rÃ´me CHAPELLE ,7:06,120,85,0,19/06/2015,Individual AIDA Pool World Championships - Belgrade 2015,France
467,Roman POPOV ,7:06,270,85,0,23/03/2013,Moscow open cup 2013,Russian Federation
468,Alexandr BUBENCHIKOV ,7:06,185,85,0,23/03/2012,Open Moscow Cup,Ukraine
469,Vendula STRACHOTOVA ,7:06,1,85,0,19/09/2014,AIDA Team World Championships 2014,Czech Republic
470,Jan DRNEK ,7:06,240,85,0,2/03/2013,FEB Cup Minicomp 2013,Czech Republic
471,Kathryn Nevatt ,7:06,317,85,0,6/06/2015,10th annual Wellington Winter Champs - 2015,New Zealand
472,Stefan RANDIG ,7:05,1,85,0,8/10/2016,ID: Apnea Competition 2016,Germany
473,Alexandros TZANNERAKIS ,7:05,160,85,0,9/12/2006,5th AIDA Freediving Team World Championship,Greece
474,Katsumi KANEDA ,7:05,240,85,0,16/05/2010,Indoor Cup Tateyama 2010,Japan
475,Bill GRAHAM ,7:05,390,85,0,27/05/2005,The Kona Freedive Invitational,United States
476,Bill GRAHAM ,7:05,0,85,0,11/11/2006,Kona Regional Event 2006,United States
477,Ales SELISKAR ,7:05,280,85,0,4/07/2007,AIDA Pool World Championships with Finals,Slovenia
478,William TRUBRIDGE ,7:05,394,85,0,21/06/2013,Individual AIDA pool World Championships,New Zealand
479,Giorgos PANAGIOTAKIS ,7:05,120,85,0,6/07/2008,AIDA HELLAS SUMMER APNEA GAMES 2008 PART II,Greece
480,Giorgos PANAGIOTAKIS ,7:05,355,85,0,2/05/2010,3rd Pancretean Apnea Competition 2010,Greece
481,Frederic SESSA ,7:05,307,85,0,9/09/2012,World Championship 2012,France
482,Roman TSHERKESOV ,7:05,60,85,0,13/02/2010,Riga Freediving Cup 2010,Estonia
483,Ron SMITH ,7:05,1,85,0,3/08/2012,LA Apnea Challenge,United States
484,Michael NAEF ,7:05,300,84,1,13/06/2009,Swiss championship indoor,Switzerland
485,Elmar KLIER ,7:05,1,85,0,26/10/2013,Hydro Dynamic 2013 powered by SUUNTO,Austria
486,Jens STOETZNER ,7:05,360,85,0,19/09/2014,AIDA Team World Championships 2014,Germany
487,Valdemar Karlsson ,7:05,323,85,0,8/02/2014,RIGA FREEDIVING CUP 2014 AIDA,Sweden
488,BÃƒÂ©atrice DEL NEGRO ,7:04,63,84.8,0,22/05/2016,Enchirolles 2016,France
489,Dominique VENTZKE ,7:04,360,85,0,21/02/2004,6th Berlin Masters Cup 2004,Germany
490,Herbert NITSCH ,7:04,360,85,0,4/06/2006,Triple Depth 2006,Austria
491,Jean-Michel PRADON ,7:04,420,85,0,18/03/2012,Coupe Aida France - 9 iÃƒÂ¨me Indoor de La Ciotat,France
492,Martin STEPANEK ,7:04,360,85,0,14/06/2004,BIOS Freeology Open Classic 2004,Czech Republic
493,Henning LARSEN ,7:04,360,85,0,1/06/2008,Aarhus Triple Challenge 2008,Denmark
494,Jesper STECHMANN ,7:04,1,85,0,5/11/2011,Danish Championship,Denmark
495,Johan THELAUS ,7:04,120,85,0,1/06/2008,Aarhus Triple Challenge 2008,Sweden
496,Anthony WILLIAMS ,7:04,300,85,0,5/08/2006,Wellington Freediving Winter Championships,New Zealand
497,Alexey MOLCHANOV ,7:04,350,85,0,9/09/2012,World Championship 2012,Russian Federation
498,Antero JOKI ,7:04,0,85,0,6/07/2010,7th AIDA Team World Championship 2010,Finland
499,William WINRAM ,7:04,330,85,0,1/07/2006,Coupe des Calanques 2006,Canada
