   Ranking                                   Name Results Announced Points  \
0       1.        William TRUBRIDGE (New Zealand)   124 m       124    124   
1       2.        William TRUBRIDGE (New Zealand)   123 m       123    122   
2       3.        William TRUBRIDGE (New Zealand)   123 m       123    122   
3       4.        William TRUBRIDGE (New Zealand)   123 m       123    122   
4       5.                  Miguel LOZANO (Spain)   122 m       122    122   
5       6.        William TRUBRIDGE (New Zealand)   122 m       122    122   
6       7.                  Miguel LOZANO (Spain)   122 m       122    122   
7       8.                  Miguel LOZANO (Spain)   122 m       122    122   
8       9.        William TRUBRIDGE (New Zealand)   121 m       121    121   
9      10.               Herbert NITSCH (Austria)   120 m       120    120   
10     11.        William TRUBRIDGE (New Zealand)   120 m       120    120   
11     12.        William TRUBRIDGE (New Zealand)   119 m       119    119   
12     13.                  Miguel LOZANO (Spain)   118 m       118    118   
13     14.                  Miguel LOZANO (Spain)   118 m       118    118   
14     15.                  Miguel LOZANO (Spain)   118 m       118    118   
15     16.        William TRUBRIDGE (New Zealand)   117 m       117    117   
16     17.        William TRUBRIDGE (New Zealand)   117 m       117    117   
17     18.        William TRUBRIDGE (New Zealand)   117 m       117    117   
18     19.                  Miguel LOZANO (Spain)   117 m       117    117   
19     20.                  Miguel LOZANO (Spain)   117 m       117    117   
20     21.                  Miguel LOZANO (Spain)   117 m       117    117   
21     22.        William TRUBRIDGE (New Zealand)   116 m       116    116   
22     23.        William TRUBRIDGE (New Zealand)   116 m       116    116   
23     24.        William TRUBRIDGE (New Zealand)   115 m       115    115   
24     25.        William TRUBRIDGE (New Zealand)   115 m       115    115   
25     26.               Herbert NITSCH (Austria)   114 m       114    114   
26     27.  Alexey MOLCHANOV (Russian Federation)   114 m       114    114   
27     28.                Mateusz Malina (Poland)   114 m       118    109   
28     29.                  Miguel LOZANO (Spain)   113 m       113    113   
29     30.               Walid BOUDHIAF (Tunisia)   113 m       113    113   
30     31.               Walid BOUDHIAF (Tunisia)   113 m       117    108   
31     32.                  Miguel LOZANO (Spain)   113 m       113    113   
32     33.                  Miguel LOZANO (Spain)   113 m       113    113   
33     34.                  Miguel LOZANO (Spain)   113 m       113    113   
34     35.                Mateusz Malina (Poland)   113 m       113    113   
35     36.               Herbert NITSCH (Austria)   112 m       112    112   
36     37.  Alexey MOLCHANOV (Russian Federation)   112 m       112    112   
37     38.  Alexey MOLCHANOV (Russian Federation)   112 m       112    112   
38     39.        William TRUBRIDGE (New Zealand)   112 m       112    111   
39     40.        William TRUBRIDGE (New Zealand)   112 m       112    112   

   Penalties        Date                                            Place  
0          0   4/22/2016                               Vertical Blue 2016  
1          1  11/20/2012                        Suunto Vertical Blue 2012  
2          1  11/20/2012                        Suunto Vertical Blue 2012  
3          1  11/20/2012                        Suunto Vertical Blue 2012  
4          0   5/26/2016                               Caribbean Cup 2016  
5          0   4/22/2016                               Vertical Blue 2016  
6          0   5/26/2016                               Caribbean Cup 2016  
7          0   5/26/2016                               Caribbean Cup 2016  
8          0   4/17/2011                               Vertical Blue 2011  
9          0   4/27/2010         Vertical Blue 2010 - the Suunto Dive-Off  
10         0  11/27/2014                             Suunto Vertical Blue  
11         0   4/22/2016                               Vertical Blue 2016  
12         0   5/26/2016                               Caribbean Cup 2016  
13         0   5/26/2016                               Caribbean Cup 2016  
14         0   5/26/2016                               Caribbean Cup 2016  
15         0  11/20/2012                        Suunto Vertical Blue 2012  
16         0  11/20/2012                        Suunto Vertical Blue 2012  
17         0  11/20/2012                        Suunto Vertical Blue 2012  
18         0  11/20/2012                        Suunto Vertical Blue 2012  
19         0  11/20/2012                        Suunto Vertical Blue 2012  
20         0  11/20/2012                        Suunto Vertical Blue 2012  
21         0   4/27/2010         Vertical Blue 2010 - the Suunto Dive-Off  
22         0   4/22/2016                               Vertical Blue 2016  
23         0   9/15/2013    AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013  
24         0   4/27/2015                        Suunto Vertical Blue 2015  
25         0   4/27/2010         Vertical Blue 2010 - the Suunto Dive-Off  
26         0  11/27/2014                             Suunto Vertical Blue  
27         5  11/27/2014                             Suunto Vertical Blue  
28         0   5/26/2016                               Caribbean Cup 2016  
29         0    6/4/2016                   Nirvana Oceanquest Competition  
30         0    6/4/2016                   Nirvana Oceanquest Competition  
31         0  11/20/2012                        Suunto Vertical Blue 2012  
32         0  11/20/2012                        Suunto Vertical Blue 2012  
33         0  11/20/2012                        Suunto Vertical Blue 2012  
34         0  11/27/2014                             Suunto Vertical Blue  
35         0   12/6/2009  WR Attempt - NITSCH Herbert(CWT, FIM, VWT, CNF)  
36         0   11/9/2013                               Vertical Blue 2013  
37         0   5/25/2014                               Caribbean Cup 2014  
38         1   9/15/2011    AIDA Individual Depth World Championship 2011  
39         0   5/23/2015                               Caribbean Cup 2015  
